Month,asset_count,p_wave_avg,s_wave_avg,large_up_avg,large_down_avg,two_sided_shock_ratio_avg,vol_spike_share,high_vol_mixed_share,risk_score_avg,overheat_score_avg,recovery_score_avg,MonthDate
2014-03,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-03-01
2014-04,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-04-01
2014-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-05-01
2014-06,10,0.4,0.1,0.1,0.0,0.0,0.5,0.0,0.6,1.3,2.2,2014-06-01
2014-07,10,7.6,2.2,1.9,0.3,0.05,0.7,0.1,2.9,4.8,2.2,2014-07-01
2014-08,10,7.1,2.3,1.5,0.8,0.175,0.5,0.4,3.3,4.7,2.2,2014-08-01
2014-09,10,5.4,3.5,2.3,1.2,0.17333333333333334,0.6,0.3,3.2,4.6,2.0,2014-09-01
2014-10,10,5.5,3.8,2.0,1.8,0.19944444444444445,0.8,0.5,3.9,5.0,2.3,2014-10-01
2014-11,10,6.2,2.3,1.2,1.1,0.12333333333333334,0.4,0.2,2.5,5.0,2.9,2014-11-01
2014-12,10,6.9,3.6,1.7,1.9,0.28523809523809524,0.9,0.7,5.2,4.8,1.8,2014-12-01
2015-01,10,6.6,3.7,2.3,1.4,0.26023809523809527,0.8,0.7,3.8,5.8,2.5,2015-01-01
2015-02,10,3.7,1.3,0.7,0.6,0.12,0.1,0.1,1.3,2.8,3.0,2015-02-01
2015-03,10,5.5,1.2,1.1,0.1,0.05,0.2,0.0,1.6,3.8,3.2,2015-03-01
2015-04,10,6.3,2.3,1.3,1.0,0.16999999999999998,0.7,0.5,3.6,4.4,2.0,2015-04-01
2015-05,10,5.1,3.9,2.1,1.8,0.25833333333333336,0.7,0.7,3.8,5.5,2.1,2015-05-01
2015-06,10,5.9,2.0,1.0,1.0,0.18333333333333332,0.4,0.2,3.6,3.0,1.9,2015-06-01
2015-07,10,6.0,2.3,0.9,1.4,0.10333333333333332,0.5,0.4,3.9,3.3,2.4,2015-07-01
2015-08,10,5.6,3.1,1.5,1.6,0.20833333333333331,0.7,0.4,4.3,4.4,1.9,2015-08-01
2015-09,10,4.7,3.1,2.1,1.0,0.25,0.7,0.4,3.9,4.4,2.2,2015-09-01
2015-10,11,4.818181818181818,1.2727272727272727,1.0,0.2727272727272727,0.06818181818181818,0.2727272727272727,0.18181818181818182,1.6363636363636365,3.3636363636363638,3.0,2015-10-01
2015-11,11,6.090909090909091,1.6363636363636365,0.5454545454545454,1.0909090909090908,0.10909090909090909,0.5454545454545454,0.36363636363636365,3.5454545454545454,3.090909090909091,1.8181818181818181,2015-11-01
2015-12,11,5.7272727272727275,2.6363636363636362,1.7272727272727273,0.9090909090909091,0.15454545454545454,0.5454545454545454,0.36363636363636365,2.727272727272727,4.363636363636363,2.272727272727273,2015-12-01
2016-01,11,5.909090909090909,3.272727272727273,1.3636363636363635,1.9090909090909092,0.21515151515151515,0.45454545454545453,0.45454545454545453,3.6363636363636362,4.0,2.3636363636363638,2016-01-01
2016-02,11,4.454545454545454,3.3636363636363638,2.0,1.3636363636363635,0.2545454545454545,0.8181818181818182,0.5454545454545454,3.8181818181818183,4.636363636363637,2.0,2016-02-01
2016-03,11,5.181818181818182,1.7272727272727273,1.1818181818181819,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.18181818181818182,2.090909090909091,3.272727272727273,3.0,2016-03-01
2016-04,11,5.181818181818182,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.8181818181818181,2.8181818181818183,2.909090909090909,2016-04-01
2016-05,11,6.0,1.2727272727272727,1.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,2.272727272727273,3.8181818181818183,2.5454545454545454,2016-05-01
2016-06,11,5.545454545454546,3.727272727272727,2.272727272727273,1.4545454545454546,0.2318181818181818,0.6363636363636364,0.45454545454545453,4.2727272727272725,5.090909090909091,2.0,2016-06-01
2016-07,11,5.363636363636363,1.3636363636363635,0.9090909090909091,0.45454545454545453,0.18181818181818182,0.0,0.0,1.8181818181818181,3.1818181818181817,3.090909090909091,2016-07-01
2016-08,11,6.636363636363637,1.5454545454545454,0.7272727272727273,0.8181818181818182,0.13636363636363635,0.09090909090909091,0.09090909090909091,3.5454545454545454,3.0,2.5454545454545454,2016-08-01
2016-09,11,6.818181818181818,2.6363636363636362,1.3636363636363635,1.2727272727272727,0.2636363636363636,0.7272727272727273,0.6363636363636364,4.636363636363637,4.636363636363637,1.8181818181818181,2016-09-01
2016-10,11,5.2727272727272725,2.272727272727273,0.8181818181818182,1.4545454545454546,0.06688311688311689,0.36363636363636365,0.2727272727272727,3.727272727272727,2.6363636363636362,2.272727272727273,2016-10-01
2016-11,11,5.909090909090909,4.545454545454546,1.9090909090909092,2.6363636363636362,0.27294372294372293,1.0,0.8181818181818182,5.636363636363637,4.2727272727272725,1.1818181818181819,2016-11-01
2016-12,11,6.090909090909091,1.8181818181818181,1.3636363636363635,0.45454545454545453,0.06818181818181818,0.09090909090909091,0.09090909090909091,2.1818181818181817,3.727272727272727,2.909090909090909,2016-12-01
2017-01,11,6.545454545454546,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.045454545454545456,0.0,0.0,2.090909090909091,2.3636363636363638,2.727272727272727,2017-01-01
2017-02,11,4.636363636363637,1.0,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.0,0.0,1.4545454545454546,3.1818181818181817,3.4545454545454546,2017-02-01
2017-03,11,5.636363636363637,3.1818181818181817,1.9090909090909092,1.2727272727272727,0.24502164502164503,0.5454545454545454,0.36363636363636365,3.4545454545454546,4.545454545454546,2.272727272727273,2017-03-01
2017-04,11,5.7272727272727275,2.4545454545454546,1.6363636363636365,0.8181818181818182,0.2409090909090909,0.5454545454545454,0.36363636363636365,2.727272727272727,4.636363636363637,2.5454545454545454,2017-04-01
2017-05,11,6.454545454545454,2.090909090909091,1.4545454545454546,0.6363636363636364,0.18484848484848485,0.36363636363636365,0.2727272727272727,2.6363636363636362,4.636363636363637,2.909090909090909,2017-05-01
2017-06,11,6.636363636363637,2.4545454545454546,1.1818181818181819,1.2727272727272727,0.20909090909090908,0.6363636363636364,0.36363636363636365,3.6363636363636362,4.090909090909091,2.0,2017-06-01
2017-07,11,6.0,1.7272727272727273,0.9090909090909091,0.8181818181818182,0.18939393939393936,0.36363636363636365,0.36363636363636365,3.0,3.909090909090909,2.5454545454545454,2017-07-01
2017-08,11,7.090909090909091,2.6363636363636362,1.6363636363636365,1.0,0.2636363636363636,0.8181818181818182,0.45454545454545453,3.5454545454545454,5.2727272727272725,2.272727272727273,2017-08-01
2017-09,11,4.181818181818182,2.8181818181818183,1.4545454545454546,1.3636363636363635,0.2,0.45454545454545453,0.36363636363636365,2.8181818181818183,3.6363636363636362,2.5454545454545454,2017-09-01
2017-10,11,4.909090909090909,2.3636363636363638,1.0,1.3636363636363635,0.11147186147186149,0.6363636363636364,0.36363636363636365,3.090909090909091,3.727272727272727,2.3636363636363638,2017-10-01
2017-11,11,6.181818181818182,2.090909090909091,1.4545454545454546,0.6363636363636364,0.10984848484848485,0.45454545454545453,0.2727272727272727,3.3636363636363638,3.727272727272727,2.0,2017-11-01
2017-12,11,5.090909090909091,2.4545454545454546,1.8181818181818181,0.6363636363636364,0.1590909090909091,0.5454545454545454,0.36363636363636365,3.090909090909091,4.909090909090909,2.1818181818181817,2017-12-01
2018-01,11,7.2727272727272725,3.0,1.9090909090909092,1.0909090909090908,0.13787878787878788,0.6363636363636364,0.18181818181818182,3.8181818181818183,5.0,2.090909090909091,2018-01-01
2018-02,11,6.454545454545454,3.6363636363636362,1.3636363636363635,2.272727272727273,0.29415584415584417,0.9090909090909091,0.8181818181818182,4.545454545454546,5.181818181818182,1.9090909090909092,2018-02-01
2018-03,11,6.454545454545454,1.6363636363636365,0.6363636363636364,1.0,0.1212121212121212,0.18181818181818182,0.09090909090909091,3.0,3.4545454545454546,2.3636363636363638,2018-03-01
2018-04,11,5.454545454545454,1.1818181818181819,0.8181818181818182,0.36363636363636365,0.1212121212121212,0.09090909090909091,0.0,2.1818181818181817,2.727272727272727,2.4545454545454546,2018-04-01
2018-05,11,4.909090909090909,1.7272727272727273,1.0909090909090908,0.6363636363636364,0.14393939393939392,0.36363636363636365,0.2727272727272727,2.3636363636363638,3.3636363636363638,2.5454545454545454,2018-05-01
2018-06,11,6.2727272727272725,2.090909090909091,0.8181818181818182,1.2727272727272727,0.1515151515151515,0.5454545454545454,0.2727272727272727,3.909090909090909,4.090909090909091,2.5454545454545454,2018-06-01
2018-07,11,6.181818181818182,2.272727272727273,1.2727272727272727,1.0,0.08333333333333333,0.45454545454545453,0.2727272727272727,3.272727272727273,4.090909090909091,2.5454545454545454,2018-07-01
2018-08,11,4.7272727272727275,3.3636363636363638,2.090909090909091,1.2727272727272727,0.1575757575757576,0.36363636363636365,0.36363636363636365,2.909090909090909,4.909090909090909,2.909090909090909,2018-08-01
2018-09,11,5.363636363636363,2.0,0.9090909090909091,1.0909090909090908,0.16666666666666666,0.5454545454545454,0.36363636363636365,3.6363636363636362,4.0,2.1818181818181817,2018-09-01
2018-10,11,7.363636363636363,4.0,1.8181818181818181,2.1818181818181817,0.24025974025974026,0.9090909090909091,0.8181818181818182,5.2727272727272725,4.454545454545454,1.4545454545454546,2018-10-01
2018-11,11,6.7272727272727275,1.8181818181818181,0.9090909090909091,0.9090909090909091,0.11363636363636363,0.18181818181818182,0.09090909090909091,3.0,3.090909090909091,2.3636363636363638,2018-11-01
2018-12,11,5.454545454545454,2.909090909090909,1.7272727272727273,1.1818181818181819,0.15227272727272728,0.36363636363636365,0.2727272727272727,3.3636363636363638,3.8181818181818183,2.272727272727273,2018-12-01
2019-01,11,5.909090909090909,1.1818181818181819,1.0909090909090908,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.09090909090909091,1.2727272727272727,4.2727272727272725,3.4545454545454546,2019-01-01
2019-02,11,4.181818181818182,1.1818181818181819,0.7272727272727273,0.45454545454545453,0.1212121212121212,0.2727272727272727,0.18181818181818182,1.1818181818181819,3.4545454545454546,3.4545454545454546,2019-02-01
2019-03,11,5.636363636363637,2.5454545454545454,1.8181818181818181,0.7272727272727273,0.0787878787878788,0.7272727272727273,0.36363636363636365,2.6363636363636362,5.181818181818182,2.4545454545454546,2019-03-01
2019-04,11,5.636363636363637,1.8181818181818181,1.0,0.8181818181818182,0.12878787878787878,0.45454545454545453,0.36363636363636365,2.5454545454545454,4.363636363636363,2.727272727272727,2019-04-01
2019-05,11,7.0,2.909090909090909,1.1818181818181819,1.7272727272727273,0.09090909090909091,0.6363636363636364,0.2727272727272727,4.2727272727272725,3.909090909090909,2.1818181818181817,2019-05-01
2019-06,11,5.454545454545454,2.5454545454545454,2.0,0.5454545454545454,0.10909090909090909,0.7272727272727273,0.36363636363636365,2.4545454545454546,5.454545454545454,2.5454545454545454,2019-06-01
2019-07,11,6.090909090909091,2.0,1.5454545454545454,0.45454545454545453,0.14393939393939392,0.18181818181818182,0.09090909090909091,2.090909090909091,3.909090909090909,3.1818181818181817,2019-07-01
2019-08,11,7.2727272727272725,3.727272727272727,2.0,1.7272727272727273,0.1696969696969697,1.0,0.6363636363636364,4.2727272727272725,5.0,1.6363636363636365,2019-08-01
2019-09,11,4.454545454545454,1.2727272727272727,0.2727272727272727,1.0,0.07575757575757575,0.36363636363636365,0.09090909090909091,2.6363636363636362,2.727272727272727,2.5454545454545454,2019-09-01
2019-10,11,5.818181818181818,1.9090909090909092,0.9090909090909091,1.0,0.28787878787878785,0.5454545454545454,0.5454545454545454,3.909090909090909,2.909090909090909,1.7272727272727273,2019-10-01
2019-11,11,6.7272727272727275,0.7272727272727273,0.18181818181818182,0.5454545454545454,0.0,0.09090909090909091,0.0,2.272727272727273,2.727272727272727,2.727272727272727,2019-11-01
2019-12,11,4.545454545454546,1.7272727272727273,1.4545454545454546,0.2727272727272727,0.11363636363636363,0.18181818181818182,0.09090909090909091,1.1818181818181819,4.181818181818182,3.3636363636363638,2019-12-01
2020-01,11,7.181818181818182,4.818181818181818,2.8181818181818183,2.0,0.2616883116883117,1.0,0.9090909090909091,5.090909090909091,5.7272727272727275,1.8181818181818181,2020-01-01
2020-02,11,5.545454545454546,4.363636363636363,2.3636363636363638,2.0,0.2813852813852814,0.7272727272727273,0.6363636363636364,4.0,4.818181818181818,2.0,2020-02-01
2020-03,11,6.636363636363637,8.090909090909092,3.272727272727273,4.818181818181818,0.3527548209366391,1.0,0.9090909090909091,5.454545454545454,5.636363636363637,1.5454545454545454,2020-03-01
2020-04,11,5.818181818181818,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.0303030303030303,0.09090909090909091,0.0,1.2727272727272727,4.0,3.3636363636363638,2020-04-01
2020-05,12,3.4166666666666665,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,2.0833333333333335,3.6666666666666665,2020-05-01
2020-06,12,4.75,0.75,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.75,3.0,2.8333333333333335,2020-06-01
2020-07,12,5.333333333333333,1.0833333333333333,0.75,0.3333333333333333,0.06547619047619048,0.16666666666666666,0.16666666666666666,1.25,3.5833333333333335,3.1666666666666665,2020-07-01
2020-08,13,4.076923076923077,2.1538461538461537,0.8461538461538461,1.3076923076923077,0.19322344322344323,0.46153846153846156,0.46153846153846156,2.769230769230769,3.230769230769231,2.4615384615384617,2020-08-01
2020-09,13,5.538461538461538,2.923076923076923,1.3076923076923077,1.6153846153846154,0.21666666666666665,0.6923076923076923,0.5384615384615384,4.0,4.3076923076923075,1.8461538461538463,2020-09-01
2020-10,13,4.3076923076923075,1.7692307692307692,0.6153846153846154,1.1538461538461537,0.07564102564102565,0.23076923076923078,0.15384615384615385,3.6153846153846154,1.5384615384615385,1.8461538461538463,2020-10-01
2020-11,13,5.461538461538462,1.8461538461538463,1.2307692307692308,0.6153846153846154,0.038461538461538464,0.15384615384615385,0.0,2.3846153846153846,3.6923076923076925,2.8461538461538463,2020-11-01
2020-12,13,5.153846153846154,1.1538461538461537,0.7692307692307693,0.38461538461538464,0.0641025641025641,0.15384615384615385,0.07692307692307693,1.6923076923076923,3.3846153846153846,3.3076923076923075,2020-12-01
2021-01,13,5.0,2.923076923076923,1.9230769230769231,1.0,0.3489010989010989,0.7692307692307693,0.6153846153846154,2.8461538461538463,4.615384615384615,2.3076923076923075,2021-01-01
2021-02,13,4.846153846153846,3.076923076923077,1.5384615384615385,1.5384615384615385,0.2423076923076923,0.7692307692307693,0.6153846153846154,4.230769230769231,4.0,1.6923076923076923,2021-02-01
2021-03,13,6.0,3.1538461538461537,1.4615384615384615,1.6923076923076923,0.24358974358974358,0.5384615384615384,0.46153846153846156,3.4615384615384617,3.923076923076923,2.076923076923077,2021-03-01
2021-04,13,4.923076923076923,1.0,0.6153846153846154,0.38461538461538464,0.019230769230769232,0.0,0.0,1.8461538461538463,2.6153846153846154,2.8461538461538463,2021-04-01
2021-05,13,5.3076923076923075,1.8461538461538463,0.8461538461538461,1.0,0.12179487179487179,0.6153846153846154,0.3076923076923077,2.8461538461538463,4.153846153846154,2.3846153846153846,2021-05-01
2021-06,13,5.538461538461538,2.3846153846153846,0.8461538461538461,1.5384615384615385,0.12179487179487179,0.46153846153846156,0.23076923076923078,3.0,3.769230769230769,2.3846153846153846,2021-06-01
2021-07,13,7.0,2.769230769230769,1.4615384615384615,1.3076923076923077,0.25476190476190474,0.6153846153846154,0.6153846153846154,3.6153846153846154,4.923076923076923,2.076923076923077,2021-07-01
2021-08,13,5.3076923076923075,2.5384615384615383,1.0769230769230769,1.4615384615384615,0.29358974358974355,0.46153846153846156,0.46153846153846156,2.923076923076923,3.6153846153846154,2.3076923076923075,2021-08-01
2021-09,13,5.461538461538462,1.6153846153846154,0.23076923076923078,1.3846153846153846,0.02564102564102564,0.46153846153846156,0.07692307692307693,4.384615384615385,2.3846153846153846,1.7692307692307692,2021-09-01
2021-10,13,5.153846153846154,3.923076923076923,1.6923076923076923,2.230769230769231,0.21153846153846154,0.8461538461538461,0.6153846153846154,4.230769230769231,4.6923076923076925,1.6923076923076923,2021-10-01
2021-11,13,6.538461538461538,2.923076923076923,1.6923076923076923,1.2307692307692308,0.19487179487179487,0.46153846153846156,0.38461538461538464,3.923076923076923,4.153846153846154,1.9230769230769231,2021-11-01
2021-12,13,7.769230769230769,1.8461538461538463,1.2307692307692308,0.6153846153846154,0.1474358974358974,0.38461538461538464,0.23076923076923078,2.8461538461538463,4.461538461538462,2.5384615384615383,2021-12-01
2022-01,13,6.461538461538462,3.230769230769231,0.8461538461538461,2.3846153846153846,0.2358974358974359,0.7692307692307693,0.46153846153846156,5.769230769230769,2.6153846153846154,1.3076923076923077,2022-01-01
2022-02,13,6.076923076923077,3.3846153846153846,1.6153846153846154,1.7692307692307692,0.2855311355311355,0.9230769230769231,0.6923076923076923,5.076923076923077,4.615384615384615,1.0769230769230769,2022-02-01
2022-03,13,6.0,3.076923076923077,1.6153846153846154,1.4615384615384615,0.24761904761904763,0.6153846153846154,0.5384615384615384,4.461538461538462,4.230769230769231,1.2307692307692308,2022-03-01
2022-04,13,7.3076923076923075,1.8461538461538463,0.6153846153846154,1.2307692307692308,0.11794871794871795,0.38461538461538464,0.3076923076923077,4.6923076923076925,2.4615384615384617,1.4615384615384615,2022-04-01
2022-05,13,5.230769230769231,3.076923076923077,1.3846153846153846,1.6923076923076923,0.2765567765567765,0.6153846153846154,0.6153846153846154,4.6923076923076925,3.6153846153846154,1.3846153846153846,2022-05-01
2022-06,13,6.538461538461538,2.4615384615384617,0.38461538461538464,2.076923076923077,0.06025641025641026,0.6923076923076923,0.23076923076923078,5.615384615384615,2.5384615384615383,1.1538461538461537,2022-06-01
2022-07,13,5.153846153846154,2.0,1.6153846153846154,0.38461538461538464,0.07051282051282051,0.23076923076923078,0.15384615384615385,1.8461538461538463,4.846153846153846,2.6923076923076925,2022-07-01
2022-08,13,5.461538461538462,2.3076923076923075,0.9230769230769231,1.3846153846153846,0.1987179487179487,0.3076923076923077,0.3076923076923077,4.076923076923077,2.076923076923077,1.5384615384615385,2022-08-01
2022-09,13,5.769230769230769,4.230769230769231,1.6153846153846154,2.6153846153846154,0.31043956043956045,1.0,0.8461538461538461,6.461538461538462,3.4615384615384617,0.8461538461538461,2022-09-01
2022-10,13,6.461538461538462,3.3076923076923075,2.3076923076923075,1.0,0.1769230769230769,0.7692307692307693,0.6153846153846154,4.153846153846154,4.769230769230769,1.3846153846153846,2022-10-01
2022-11,13,5.3076923076923075,1.6153846153846154,1.3076923076923077,0.3076923076923077,0.10256410256410256,0.07692307692307693,0.0,2.4615384615384617,3.3846153846153846,2.769230769230769,2022-11-01
2022-12,13,5.230769230769231,1.2307692307692308,0.3076923076923077,0.9230769230769231,0.038461538461538464,0.07692307692307693,0.0,2.769230769230769,2.1538461538461537,2.6923076923076925,2022-12-01
2023-01,13,5.846153846153846,2.1538461538461537,1.9230769230769231,0.23076923076923078,0.11538461538461539,0.38461538461538464,0.0,1.6923076923076923,5.0,2.923076923076923,2023-01-01
2023-02,13,6.846153846153846,1.8461538461538463,0.8461538461538461,1.0,0.09615384615384616,0.38461538461538464,0.3076923076923077,3.769230769230769,3.769230769230769,2.3076923076923075,2023-02-01
2023-03,13,6.461538461538462,3.230769230769231,1.4615384615384615,1.7692307692307692,0.20384615384615384,0.7692307692307693,0.5384615384615384,3.0,5.615384615384615,2.5384615384615383,2023-03-01
2023-04,13,4.0,1.0,0.7692307692307693,0.23076923076923078,0.09615384615384616,0.23076923076923078,0.15384615384615385,1.6923076923076923,2.6153846153846154,2.6923076923076925,2023-04-01
2023-05,13,5.6923076923076925,1.6153846153846154,0.6923076923076923,0.9230769230769231,0.1282051282051282,0.15384615384615385,0.0,3.4615384615384617,2.769230769230769,2.4615384615384617,2023-05-01
2023-06,13,6.076923076923077,1.3846153846153846,0.5384615384615384,0.8461538461538461,0.14102564102564102,0.5384615384615384,0.3076923076923077,3.1538461538461537,3.230769230769231,2.0,2023-06-01
2023-07,13,4.230769230769231,2.923076923076923,2.230769230769231,0.6923076923076923,0.14358974358974358,0.46153846153846156,0.38461538461538464,2.6923076923076925,4.230769230769231,2.6923076923076925,2023-07-01
2023-08,13,7.615384615384615,1.6923076923076923,0.6153846153846154,1.0769230769230769,0.16117216117216118,0.38461538461538464,0.3076923076923077,3.3846153846153846,3.3846153846153846,2.3076923076923075,2023-08-01
2023-09,13,5.6923076923076925,1.4615384615384615,0.7692307692307693,0.6923076923076923,0.11538461538461539,0.15384615384615385,0.07692307692307693,4.0,1.8461538461538463,1.6923076923076923,2023-09-01
2023-10,13,5.769230769230769,3.6153846153846154,1.4615384615384615,2.1538461538461537,0.2756410256410256,0.9230769230769231,0.6923076923076923,5.538461538461538,3.6923076923076925,1.2307692307692308,2023-10-01
2023-11,13,5.0,2.8461538461538463,2.3076923076923075,0.5384615384615384,0.10897435897435896,0.3076923076923077,0.23076923076923078,1.6153846153846154,5.3076923076923075,3.5384615384615383,2023-11-01
2023-12,13,5.769230769230769,1.4615384615384615,1.0769230769230769,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.15384615384615385,1.6923076923076923,4.6923076923076925,3.3846153846153846,2023-12-01
2024-01,13,6.615384615384615,1.7692307692307692,1.0,0.7692307692307693,0.17307692307692307,0.3076923076923077,0.3076923076923077,2.6923076923076925,4.0,2.8461538461538463,2024-01-01
2024-02,13,5.3076923076923075,2.3076923076923075,1.9230769230769231,0.38461538461538464,0.09871794871794871,0.5384615384615384,0.23076923076923078,2.230769230769231,5.153846153846154,2.8461538461538463,2024-02-01
2024-03,13,4.769230769230769,1.6153846153846154,1.3076923076923077,0.3076923076923077,0.09487179487179488,0.23076923076923078,0.23076923076923078,1.0,4.153846153846154,3.4615384615384617,2024-03-01
2024-04,13,6.923076923076923,2.923076923076923,1.4615384615384615,1.4615384615384615,0.23717948717948717,0.7692307692307693,0.6153846153846154,4.3076923076923075,4.923076923076923,2.3076923076923075,2024-04-01
2024-05,13,4.769230769230769,2.3076923076923075,1.4615384615384615,0.8461538461538461,0.19230769230769232,0.38461538461538464,0.15384615384615385,2.8461538461538463,3.769230769230769,2.3846153846153846,2024-05-01
2024-06,13,5.923076923076923,1.6153846153846154,1.1538461538461537,0.46153846153846156,0.10256410256410256,0.3076923076923077,0.23076923076923078,1.9230769230769231,3.923076923076923,2.8461538461538463,2024-06-01
2024-07,13,6.538461538461538,2.3846153846153846,1.2307692307692308,1.1538461538461537,0.20512820512820512,0.46153846153846156,0.38461538461538464,3.3076923076923075,4.076923076923077,2.3846153846153846,2024-07-01
2024-08,13,5.615384615384615,3.8461538461538463,2.076923076923077,1.7692307692307692,0.3543345543345543,0.8461538461538461,0.6923076923076923,4.3076923076923075,5.153846153846154,1.7692307692307692,2024-08-01
2024-09,13,6.0,2.3846153846153846,1.3846153846153846,1.0,0.2161172161172161,0.15384615384615385,0.07692307692307693,2.8461538461538463,3.769230769230769,2.6153846153846154,2024-09-01
2024-10,13,5.384615384615385,1.8461538461538463,0.6923076923076923,1.1538461538461537,0.12307692307692308,0.23076923076923078,0.15384615384615385,3.076923076923077,3.3076923076923075,2.5384615384615383,2024-10-01
2024-11,13,6.461538461538462,2.1538461538461537,1.2307692307692308,0.9230769230769231,0.13095238095238096,0.46153846153846156,0.3076923076923077,2.8461538461538463,4.153846153846154,2.3846153846153846,2024-11-01
2024-12,13,5.0,2.3846153846153846,1.0769230769230769,1.3076923076923077,0.19743589743589743,0.6153846153846154,0.46153846153846156,3.8461538461538463,3.3846153846153846,1.9230769230769231,2024-12-01
2025-01,13,5.384615384615385,1.9230769230769231,1.5384615384615385,0.38461538461538464,0.1282051282051282,0.38461538461538464,0.23076923076923078,2.076923076923077,4.6923076923076925,2.6923076923076925,2025-01-01
2025-02,13,4.384615384615385,1.6153846153846154,0.46153846153846156,1.1538461538461537,0.1282051282051282,0.3076923076923077,0.23076923076923078,2.923076923076923,3.076923076923077,2.769230769230769,2025-02-01
2025-03,13,5.615384615384615,2.3846153846153846,1.1538461538461537,1.2307692307692308,0.2141025641025641,0.46153846153846156,0.46153846153846156,3.769230769230769,3.6153846153846154,2.230769230769231,2025-03-01
2025-04,13,6.076923076923077,5.230769230769231,3.076923076923077,2.1538461538461537,0.27841880341880343,1.0,0.6923076923076923,4.538461538461538,5.6923076923076925,1.7692307692307692,2025-04-01
2025-05,13,5.0,1.6153846153846154,0.9230769230769231,0.6923076923076923,0.15897435897435896,0.23076923076923078,0.23076923076923078,2.6923076923076925,3.230769230769231,2.4615384615384617,2025-05-01
2025-06,13,4.461538461538462,1.0769230769230769,0.6153846153846154,0.46153846153846156,0.057692307692307696,0.15384615384615385,0.07692307692307693,1.9230769230769231,3.0,2.769230769230769,2025-06-01
2025-07,13,5.538461538461538,1.3076923076923077,0.6923076923076923,0.6153846153846154,0.11538461538461539,0.23076923076923078,0.15384615384615385,1.8461538461538463,4.384615384615385,3.3076923076923075,2025-07-01
2025-08,13,5.538461538461538,1.7692307692307692,1.1538461538461537,0.6153846153846154,0.19230769230769232,0.8461538461538461,0.46153846153846156,2.4615384615384617,4.769230769230769,2.6153846153846154,2025-08-01
2025-09,13,6.846153846153846,2.1538461538461537,1.4615384615384615,0.6923076923076923,0.10769230769230768,0.46153846153846156,0.3076923076923077,2.769230769230769,4.769230769230769,2.769230769230769,2025-09-01
2025-10,13,5.615384615384615,3.769230769230769,2.1538461538461537,1.6153846153846154,0.2032051282051282,0.8461538461538461,0.5384615384615384,4.0,5.0,1.9230769230769231,2025-10-01
2025-11,13,5.538461538461538,4.230769230769231,1.6153846153846154,2.6153846153846154,0.20915750915750916,0.6923076923076923,0.5384615384615384,4.538461538461538,4.615384615384615,1.9230769230769231,2025-11-01
2025-12,13,6.230769230769231,1.6153846153846154,0.9230769230769231,0.6923076923076923,0.09487179487179488,0.07692307692307693,0.07692307692307693,2.3076923076923075,3.0,2.5384615384615383,2025-12-01
2026-01,13,5.538461538461538,2.769230769230769,1.6153846153846154,1.1538461538461537,0.16153846153846155,0.5384615384615384,0.38461538461538464,3.769230769230769,4.538461538461538,2.0,2026-01-01
2026-02,13,4.3076923076923075,2.923076923076923,2.1538461538461537,0.7692307692307693,0.23717948717948717,0.6923076923076923,0.5384615384615384,2.769230769230769,5.846153846153846,2.4615384615384617,2026-02-01
2026-03,13,6.6923076923076925,4.461538461538462,1.5384615384615385,2.923076923076923,0.1891108891108891,0.8461538461538461,0.6153846153846154,6.3076923076923075,3.923076923076923,1.0,2026-03-01
2026-04,13,5.384615384615385,2.076923076923077,1.6153846153846154,0.46153846153846156,0.15384615384615385,0.0,0.0,2.5384615384615383,4.153846153846154,2.6923076923076925,2026-04-01
2026-05,13,5.846153846153846,1.6923076923076923,1.0769230769230769,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.23076923076923078,2.5384615384615383,3.4615384615384617,2.230769230769231,2026-05-01
2026-06,13,5.076923076923077,1.9230769230769231,1.0769230769230769,0.8461538461538461,0.20512820512820512,0.6923076923076923,0.46153846153846156,3.769230769230769,3.6923076923076925,1.9230769230769231,2026-06-01
